BSC;SITENAME;BCF;TRE_NAME;FE_NUM;ODU_NAME;ODU_RX_MAX;ODU_RX_MIN;ODU_RX_CURRENT;ODU_RX_AVERAGE;ODU_CURRENT_TX_POWER;ODU_ALCQ;ODU_TX_FREQUENCY
DNEB2;LU3219;476;bsc715495_bsf476_4080;2;LU3219>LU3209;-44.39 dBm;-120.00 dBm;-49.3 dBm;-47.59 dBm;18;Off;22158500 (kHz)
DNEB2;LU4403;200;bsc715495_bsf200_4080;4;LU4403>LU4402;-32.60 dBm;-120.00 dBm;-51.3 dBm;-78.58 dBm;0;ALCQ;23131500 (kHz)
DNEB2;LU4403;200;bsc715495_bsf200_4080;3;LU4403>LUTR11;-39.53 dBm;-120.00 dBm;-48.9 dBm;-53.39 dBm;17;Off;23173500 (kHz)
DNEB2;LU4403;200;bsc715495_bsf200_4080;5;LU4403>LU3012;;;-38.3 dBm;;6;On;23355500 (kHz)
DNEB2;LU2212;548;bsc715495_bsf548_4080;2;LU2212>LU2408;-34.37 dBm;-120.00 dBm;-41.8 dBm;-41.11 dBm;14;Off;23131500 (kHz)
DNEB2;LU4402;194;bsc715495_bcf194_4080;2;LU4402>LU4403;;;-50.6 dBm;;4;On;22123500 (kHz)
DNEB2;LU4408;248;bsc715495_bsf248_12;6;LUTR06>LU4408;-36.70 dBm;-120.00 dBm;-43.4 dBm;-43.15 dBm;20;Off;14907000 (kHz)
DNEB2;LU4408;248;bsc715495_bsf248_12;8;LUTR06>LU4405;-35.97 dBm;-120.00 dBm;-37.4 dBm;-37.52 dBm;18;Off;23376500 (kHz)
DNEB2;LU4408;248;bsc715495_bsf248_12;4;LUTR06>LUTR11;-42.42 dBm;-120.00 dBm;-47.6 dBm;-50.13 dBm;20;Off;14963000 (kHz)
DNEB2;LU4408;248;bsc715495_bsf248_12;9;LUTR06>LU4406;;;-50.0 dBm;;0;On;23131500 (kHz)
DNEB2;LU4408;248;bsc715495_bsf248_12;5;LUTR06>LU2202;-38.93 dBm;-120.00 dBm;-49.5 dBm;-50.17 dBm;20;Off;14907000 (kHz)
DNEB2;LU4408;248;bsc715495_bsf248_4080;3;LU4408>LU4409;;;-44.6 dBm;;10;On;22368500 (kHz)
DNEB2;LU4408;248;bsc715495_bsf248_4080;2;LU4408>LUTR06;-38.05 dBm;-120.00 dBm;-44.7 dBm;-45.71 dBm;20;Off;14417000 (kHz)
DNEB2;LU2022;158;bsc715495_bsf158_4080;2;LU2022>LU9002;;;-50.9 dBm;;0;On;23103500 (kHz)
DNEB2;LU4417;242;bsc715495_bsf242_4080;2;LU4417>LU4405;;;-43.2 dBm;;17;Off;23131500 (kHz)
DNEB2;LU4405;206;bsc715495_bsf206_4080;3;LU4405>LU4417;-41.30 dBm;-120.00 dBm;-43.3 dBm;-42.96 dBm;16;Off;22123500 (kHz)
DNEB2;LU4405;206;bsc715495_bsf206_4080;2;LU4405>LUTR06;-37.25 dBm;-120.00 dBm;-38.9 dBm;-38.46 dBm;18;Off;22368500 (kHz)
DNEB2;LU2201;500;bsc715495_bsf500_4080;3;LU2201>LU2612;;;-42.9 dBm;;18;Off;22015000 (kHz)
DNEB2;LU2201;500;bsc715495_bsf500_4080;2;LU2201>LU2401;-42.39 dBm;-120.00 dBm;-43.7 dBm;-43.61 dBm;18;Off;22144500 (kHz)
DNEB2;LU9003;14;bsc715495_bsf14_4080;2;LU9003>LU2003;;;-51.9 dBm;;18;Off;23208500 (kHz)
DNEB2;LU4201;638;bsc715495_bsf638_4080;2;LU4201>LU4202;-37.47 dBm;-120.00 dBm;-42.1 dBm;-76.08 dBm;14;Off;23131500 (kHz)
DNEB2;LU2026;494;bsc715495_bsf494_4080;3;LU2026>LU2203;-36.75 dBm;-120.00 dBm;-42.7 dBm;-42.81 dBm;18;Off;14973500 (kHz)
DNEB2;LU2004;122;bsc715495_bsf122_4080;6;LU2004>LU2003;-41.45 dBm;-120.00 dBm;-42.7 dBm;-42.60 dBm;16;Off;22022000 (kHz)
DNEB2;LU2004;122;bsc715495_bsf122_4080;3;LU2004>LU2003_1_Protect;-43.38 dBm;-120.00 dBm;-45.3 dBm;-45.00 dBm;18;Off;22162000 (kHz)
DNEB2;LU2004;122;bsc715495_bsf122_4080;7;LU2004>LU2801;-39.66 dBm;-120.00 dBm;-43.0 dBm;-44.26 dBm;20;Off;14417000 (kHz)
DNEB2;LU2004;122;bsc715495_bsf122_4080;2;LU2004>LU2003;-39.57 dBm;-120.00 dBm;-40.4 dBm;-40.67 dBm;18;Off;22162000 (kHz)
DNEB2;LU3001;296;bsc715495_bsf296_4080;3;LU3001>LU3002;-36.43 dBm;-120.00 dBm;-39.8 dBm;-41.99 dBm;15;Off;22151500 (kHz)
DNEB2;LU3001;296;bsc715495_bsf296_4080;2;LU3001>LU2801;-40.18 dBm;-120.00 dBm;-51.2 dBm;-52.12 dBm;7;ALCQ;22130500 (kHz)
DNEB2;LU2003;116;bsc715495_bsf116_4080;6;LU2003>LU9002;-34.79 dBm;-120.00 dBm;-38.4 dBm;-43.63 dBm;18;Off;23376500 (kHz)
DNEB2;LU2003;116;bsc715495_bsf116_4080;3;LU2003>LU9001;;;-41.4 dBm;;17;Off;23142000 (kHz)
DNEB2;LU2003;116;bsc715495_bsf116_4080;10;LU2003>LU2004_2;-39.37 dBm;-120.00 dBm;-43.4 dBm;-45.96 dBm;16;Off;23030000 (kHz)
DNEB2;LU2003;116;bsc715495_bsf116_4080;5;LU2003>LU2001;;;-40.8 dBm;;18;Off;23191000 (kHz)
DNEB2;LU2003;116;bsc715495_bsf116_2;4;LU2003>LU2004_1_PROTECT;-37.62 dBm;-120.00 dBm;-43.4 dBm;-40.07 dBm;18;Off;23170000 (kHz)
DNEB2;LU2003;116;bsc715495_bsf116_2;5;LU2003>LU2004_1_Protect;-41.59 dBm;-120.00 dBm;-46.8 dBm;-43.42 dBm;18;Off;23170000 (kHz)
DNEB2;LU2412;602;bsc715495_bsf602_4080;2;LU2412>LU2405;-38.05 dBm;-120.00 dBm;-53.0 dBm;-52.94 dBm;2;ALCQ;23131500 (kHz)
DNEB2;LU2805;290;bsc715495_bsf290_4087;4;LU2805_LU2802;-34.18 dBm;-120.00 dBm;-50.2 dBm;-50.95 dBm;3;ALCQ;23376500 (kHz)
DNEB2;LU3215;416;bsc715495_bsf416_4080;5;LU3215>LU3406;-32.57 dBm;-120.00 dBm;-45.6 dBm;-45.66 dBm;20;Off;14417000 (kHz)
DNEB2;LU3215;416;bsc715495_bsf416_3;6;LU3215>LU3204;-40.89 dBm;-120.00 dBm;-41.7 dBm;-41.67 dBm;18;Off;23142000 (kHz)
DNEB2;LU3215;416;bsc715495_bsf416_3;9;LU3215>LU3402;-42.58 dBm;-120.00 dBm;-47.5 dBm;-46.70 dBm;18;ALCQ;23170000 (kHz)
DNEB2;LU3215;416;bsc715495_bsf416_3;5;;-39.42 dBm;-120.00 dBm;-42.2 dBm;-42.29 dBm;12;ALCQ;23170000 (kHz)
DNEB2;LU4202;644;bsc715495_bsf644_4080;3;LU4202>LU4201;-39.62 dBm;-120.00 dBm;-45.2 dBm;-44.06 dBm;18;Off;22123500 (kHz)
DNEB2;LU4202;644;bsc715495_bsf644_4080;2;LU4202>LU4203;-33.85 dBm;-120.00 dBm;-46.9 dBm;-47.34 dBm;0;ALCQ;22172500 (kHz)
DNEB2;LU4202;644;bsc715495_bsf644_4080;5;LU4202>LU4411;-99.72 dBm;-120.00 dBm;-102.0 dBm;-102.02 dBm;18;Off;22368500 (kHz)
DNEB2;LU2005;128;bsc715495_bsf128_4080;2;LU2005>LU2001;-26.61 dBm;-120.00 dBm;-36.8 dBm;-36.34 dBm;18;Off;23376500 (kHz)
DNEB2;LU3206;374;bsc715495_bsf374_4080;3;LU3206>LU3210;-39.13 dBm;-120.00 dBm;-51.3 dBm;-50.77 dBm;4;ALCQ;23173500 (kHz)
DNEB2;LU3206;374;bsc715495_bsf374_4080;2;LU3206>LU3204;-35.06 dBm;-120.00 dBm;-52.3 dBm;-51.94 dBm;8;ALCQ;23376500 (kHz)
DNEB2;LU3206;374;bsc715495_bsf374_4080;5;LU3206>LU3211;-33.62 dBm;-120.00 dBm;-39.5 dBm;-38.63 dBm;17;Off;23376500 (kHz)
DNEB2;LU2009;56;bsc715495_bsf56_4080;2;LU2009-LU2804;-34.97 dBm;-120.00 dBm;-42.5 dBm;-48.31 dBm;20;Off;14473000 (kHz)
DNEB2;LU9030;38;bsc715495_bcf38_4080;3;LU9030>LU3217;-65.11 dBm;-120.00 dBm;-73.4 dBm;-74.47 dBm;20;Off;14973500 (kHz)
DNEB2;LU9030;38;bsc715495_bcf38_4080;2;LU9030>LU9006;-37.03 dBm;-120.00 dBm;-44.1 dBm;-43.99 dBm;20;Off;14907000 (kHz)
DNEB2;LU9030;38;bsc715495_bcf38_4080;5;LU9030>LU9031;-37.59 dBm;-120.00 dBm;-43.2 dBm;-44.09 dBm;20;Off;14907000 (kHz)
DNEB2;LU2802;272;bsc715495_bcf272_4080;3;LU2802>LU3011;-35.60 dBm;-120.00 dBm;-53.8 dBm;-52.68 dBm;2;ALCQ;22137500 (kHz)
DNEB2;LU2802;272;bsc715495_bcf272_4080;2;LU2802>LU2801;;;-41.7 dBm;;18;Off;22165500 (kHz)
DNEB2;LU2802;272;bsc715495_bcf272_4080;5;LU2802>LU2805;;;-50.4 dBm;;2;On;22368500 (kHz)
DNEB2;LU2202;506;bsc715495_bsf506_3;4;LU2202-LU2602;-38.34 dBm;-120.00 dBm;-42.2 dBm;-41.67 dBm;18;Off;14417000 (kHz)
DNEB2;LU2202;506;bsc715495_bsf506_3;5;LU2202-LU2602_Protect;-42.40 dBm;-120.00 dBm;-46.2 dBm;-45.53 dBm;18;Off;14417000 (kHz)
DNEB2;LU2202;506;bsc715495_bsf506_6;4;LU2202>LU2416;;;-45.7 dBm;;18;Off;23114000 (kHz)
DNEB2;LU2202;506;bsc715495_bsf506_6;5;LU2202>LU2416_Protect;-44.93 dBm;-120.00 dBm;-50.2 dBm;-49.07 dBm;18;Off;23114000 (kHz)
DNEB2;LU2202;506;bsc715495_bsf506_2;4;LU2202>LU2208;-36.03 dBm;-120.00 dBm;-42.0 dBm;-40.49 dBm;18;Off;23366000 (kHz)
DNEB2;LU2202;506;bsc715495_bsf506_2;5;LU2202-LU4412;-31.73 dBm;-120.00 dBm;-48.2 dBm;-49.89 dBm;23;Off;7442000 (kHz)
DNEB2;LU2202;506;bsc715495_bsf506_5;4;LU2202>LUTR06;-38.47 dBm;-120.00 dBm;-51.6 dBm;-52.09 dBm;20;Off;14417000 (kHz)
DNEB2;LU2202;506;bsc715495_bsf506_5;5;LU2202>LUTR06_Protect;;;-53.5 dBm;;20;Off;14417000 (kHz)
DNEB2;LU2202;506;bsc715495_bsf506_7;4;LU2202>LU2203;;;-43.0 dBm;;18;Off;23198000 (kHz)
DNEB2;LU2202;506;bsc715495_bsf506_7;5;LU2202>LU2203_Protect;-42.67 dBm;-120.00 dBm;-45.2 dBm;-44.90 dBm;18;Off;23198000 (kHz)
DNEB2;LU2202;506;bsc715495_bsf506_4;4;LU2202>LU2029;-41.72 dBm;-120.00 dBm;-48.4 dBm;-48.46 dBm;20;Off;14473000 (kHz)
DNEB2;LU2202;506;bsc715495_bsf506_4;5;LU2202>LU2029;-45.09 dBm;-120.00 dBm;-51.7 dBm;-51.68 dBm;20;Off;14473000 (kHz)
DNEB2;LU3213;410;bsc715495_bsf410_4080;3;LU3213>LU3212;-35.08 dBm;-120.00 dBm;-47.2 dBm;-46.07 dBm;8;ALCQ;23142000 (kHz)
DNEB2;LU3213;410;bsc715495_bsf410_4080;2;LU3213>LU3204;-35.98 dBm;-120.00 dBm;-39.8 dBm;-38.86 dBm;16;Off;23170000 (kHz)
DNEB2;LU2403;566;bsc715495_bsf566_4080;2;LU2403>LU2401;;;-40.3 dBm;;18;Off;22200500 (kHz)
DNEB2;LU9002;8;bsc715495_bsf8_4080;3;LU9002>LU2022;-35.27 dBm;-120.00 dBm;-51.6 dBm;-52.18 dBm;1;ALCQ;22095500 (kHz)
DNEB2;LU9002;8;bsc715495_bsf8_4080;2;LU9002>LU2003;;;-37.5 dBm;;18;Off;22368500 (kHz)
DNEB2;LU2804;284;bsc715495_bsf284_4080;3;test;-32.87 dBm;-120.00 dBm;-39.5 dBm;-39.21 dBm;20;Off;14963000 (kHz)
DNEB2;LU2804;284;bsc715495_bsf284_4080;2;LU2804>LU2801;-37.69 dBm;-120.00 dBm;-50.2 dBm;-49.60 dBm;6;ALCQ;22137500 (kHz)
DNEB2;LU2415;620;bsc715495_bsf620_4087;4;KH9001>PO9019;-39.86 dBm;-120.00 dBm;-43.5 dBm;-42.93 dBm;13;Off;22123500 (kHz)
DNEB2;LU3209;380;bsc715495_bsf380_4080;3;LU3209>LU3204;-40.76 dBm;-120.00 dBm;-53.0 dBm;-50.89 dBm;5;ALCQ;23369500 (kHz)
DNEB2;LU3209;380;bsc715495_bsf380_4080;2;LU3209>LU3219;-44.15 dBm;-120.00 dBm;-45.6 dBm;-45.87 dBm;17;Off;23166500 (kHz)
DNEB2;LU3209;380;bsc715495_bsf380_4080;5;LU3209>DO9161;-39.58 dBm;-120.00 dBm;-43.4 dBm;-43.46 dBm;23;Off;7715000 (kHz)
DNEB2;LU2006;104;bsc715495_bsf104_4080;3;LU2006>LU9003;-44.09 dBm;-120.00 dBm;-46.7 dBm;-46.06 dBm;18;Off;22200500 (kHz)
DNEB2;LU2006;104;bsc715495_bsf104_4080;2;LU2006>LU2007;;;-50.8 dBm;;4;On;22123500 (kHz)
DNEB2;LU2405;578;bsc715495_bsf578_4080;8;LU2405>LU2203;-36.01 dBm;-120.00 dBm;-41.5 dBm;-41.07 dBm;20;Off;14963000 (kHz)
DNEB2;LU2405;578;bsc715495_bsf578_4080;3;LU2405>LU2401;;;-47.0 dBm;;5;On;22155000 (kHz)
DNEB2;LU2405;578;bsc715495_bsf578_4080;7;LU2405>LU2404;-39.25 dBm;-120.00 dBm;-50.4 dBm;-51.56 dBm;2;ALCQ;22151500 (kHz)
DNEB2;LU2405;578;bsc715495_bsf578_4080;2;LU2405>LU2206;;;-42.3 dBm;;16;Off;22134000 (kHz)
DNEB2;LU2405;578;bsc715495_bsf578_4080;5;LU2405>LU2412;-36.49 dBm;-120.00 dBm;-52.4 dBm;-53.34 dBm;2;ALCQ;22123500 (kHz)
DNEB2;LU9006;26;bsc715495_bsf26_4080;3;LU9006>LU9030;-36.53 dBm;-120.00 dBm;-47.1 dBm;-46.34 dBm;20;Off;14417000 (kHz)
DNEB2;LU9006;26;bsc715495_bsf26_4080;2;LU9006>LU9004;-40.80 dBm;-120.00 dBm;-44.2 dBm;-43.10 dBm;18;Off;22323000 (kHz)
DNEB2;LU2001;632;bsc715495_bsf632_4080;6;LU2001>LU2005;;;-31.4 dBm;;18;Off;22368500 (kHz)
DNEB2;LU2001;632;bsc715495_bsf632_4080;3;LU2001>LU2007;;;-39.9 dBm;;18;Off;22158500 (kHz)
DNEB2;LU2001;632;bsc715495_bsf632_4080;2;LU2001>LU2003;;;-40.7 dBm;;18;Off;22183000 (kHz)
DNEB2;LU2001;632;bsc715495_bsf632_4080;5;LU2001>LU2002;-37.54 dBm;-120.00 dBm;-51.1 dBm;-54.73 dBm;3;ALCQ;23355500 (kHz)
DNEB2;LU2408;590;bsc715495_bsf590_4080;3;LU2408>LU2411;-33.94 dBm;-120.00 dBm;-51.5 dBm;-52.93 dBm;1;ALCQ;22137500 (kHz)
DNEB2;LU2408;590;bsc715495_bsf590_4080;2;LU2408>LU2401;-39.78 dBm;-120.00 dBm;-41.7 dBm;-40.94 dBm;18;Off;22361500 (kHz)
DNEB2;LU2408;590;bsc715495_bsf590_4080;5;LU2408>LU2212;-40.57 dBm;-120.00 dBm;-47.9 dBm;-47.17 dBm;18;Off;22123500 (kHz)
DNEB2;LU2413;608;bsc715495_bsf608_4080;2;LU2413>LU2404;;;-49.7 dBm;;6;On;22123500 (kHz)
DNEB7;ZA2233;235;bsc723798_bsf235_4080;3;ZA2233>ZA2234;-29.87 dBm;-120.00 dBm;-44.0 dBm;-45.70 dBm;20;Off;14417000 (kHz)
DNEB7;ZA2233;235;bsc723798_bsf235_4080;2;ZA2233>ZA2232;-29.77 dBm;-120.00 dBm;-41.0 dBm;-42.78 dBm;20;Off;14417000 (kHz)
DNEB7;ZA9102;436;bsc723798_bcf436_4080;7;ZA9102>ZATR21;;;-38.8 dBm;;12;Off;23058000 (kHz)
DNEB7;ZA9102;436;bsc723798_bcf436_4080;2;ZA9102>ZA2028;-32.25 dBm;-120.00 dBm;-41.3 dBm;-41.01 dBm;18;Off;23023000 (kHz)
DNEB7;ZA9102;436;bsc723798_bsf436_2;4;ZATR21>ZA9102;;;-39.9 dBm;;12;Off;22050000 (kHz)
DNEB7;ZA9102;436;bsc723798_bsf436_2;5;ZATR21>ZA9103;-25.39 dBm;-120.00 dBm;-40.0 dBm;-42.46 dBm;20;Off;14963000 (kHz)
DNEB7;ZA9080;471;bsc723798_bcf471_4080;3;ZA9080>ZA9101;-30.99 dBm;-120.00 dBm;-46.9 dBm;-44.52 dBm;20;Off;14963000 (kHz)
DNEB7;ZA9080;471;bsc723798_bcf471_4080;2;ZA9080>ZA2014;-34.62 dBm;-120.00 dBm;-42.2 dBm;-44.71 dBm;18;Off;23201500 (kHz)
DNEB7;ZA9055;519;bsc723798_bsf519_4080;2;ZA9055>ZA9057;-34.47 dBm;-120.00 dBm;-47.3 dBm;-47.07 dBm;20;Off;14417000 (kHz)
DNEB7;ZA2424;501;bsc723798_bsf501_4080;2;ZA2424>ZA9058;-30.06 dBm;-120.00 dBm;-42.5 dBm;-41.69 dBm;18;Off;23131500 (kHz)
DNEB7;ZA9101;430;bsc723798_bcf430_4080;3;ZA9101>ZA9080;-37.52 dBm;-120.00 dBm;-44.5 dBm;-45.02 dBm;20;Off;14473000 (kHz)
DNEB7;ZA0115;195;bsc723798_bcf195_4080;6;ZA0115>ZA0116;;;-39.4 dBm;;16;Off;22123500 (kHz)
DNEB7;ZA0115;195;bsc723798_bcf195_4080;4;ZA0115>ZA2440_2;-37.89 dBm;-120.00 dBm;-52.4 dBm;-49.09 dBm;23;ATPC;7442000 (kHz)
DNEB7;ZA0115;195;bsc723798_bcf195_4080;3;ZA0115>ZA2440_1;-36.97 dBm;-120.00 dBm;-50.0 dBm;-47.42 dBm;23;Off;7442000 (kHz)
DNEB7;ZA0115;195;bsc723798_bcf195_4080;5;ZA0115>ZA2422;-47.65 dBm;-120.00 dBm;-56.5 dBm;-58.28 dBm;23;Off;7431500 (kHz)
DNEB7;ZA2028;412;bsc723798_bcf412_4080;2;ZA2028>ZA9102;;;-39.2 dBm;;18;Off;22015000 (kHz)
DNEB7;ZA2003;323;bsc723798_bcf323_4080;2;ZA2003>ZA2005;-35.54 dBm;-120.00 dBm;-52.4 dBm;-52.11 dBm;0;ATPC;23355500 (kHz)
DNEB7;ZA2009;347;bsc723798_bcf347_4080;2;ZA2009>ZA2013;-37.25 dBm;-120.00 dBm;-39.6 dBm;-48.93 dBm;18;Off;23131500 (kHz)
DNEB7;ZA2452;49;bsc723798_bcf49_4080;2;ZA2452>ZA2450;-37.97 dBm;-120.00 dBm;-45.5 dBm;-46.04 dBm;17;Off;23030000 (kHz)
DNEB7;ZA9057;531;bsc723798_bsf531_4080;3;ZA9057>ZA9056;-36.01 dBm;-120.00 dBm;-48.0 dBm;-47.61 dBm;20;Off;14931500 (kHz)
DNEB7;ZA9057;531;bsc723798_bsf531_4080;2;ZA9057>ZA9058;-30.29 dBm;-120.00 dBm;-41.5 dBm;-42.19 dBm;20;Off;14963000 (kHz)
DNEB7;ZA9057;531;bsc723798_bsf531_4080;5;ZA9057>ZA9055;-33.86 dBm;-120.00 dBm;-46.0 dBm;-45.89 dBm;20;Off;14907000 (kHz)
DNEB7;ZA2029;425;bsc723798_bcf425_4080;2;ZA2029>ZA2456;-34.46 dBm;-120.00 dBm;-51.8 dBm;-50.75 dBm;19;Off;14406500 (kHz)
DNEB7;ZA0119;477;bsc723798_bsf477_4080;4;ZA0119>ZA0067;-28.05 dBm;-120.00 dBm;-43.3 dBm;-44.50 dBm;20;Off;14907000 (kHz)
DNEB7;ZA0119;477;bsc723798_bsf477_4080;3;ZA0119>ZA0156;;;-39.7 dBm;;18;Off;23030000 (kHz)
DNEB7;ZA2252;91;bsc723798_bcf91_4080;6;ZA2252>ZA2251_2;-27.25 dBm;-120.00 dBm;-69.3 dBm;-46.15 dBm;23;Off;7687000 (kHz)
DNEB7;ZA2252;91;bsc723798_bcf91_4080;3;ZA2252>ZA9105_2;-31.59 dBm;-120.00 dBm;-47.8 dBm;-47.59 dBm;20;Off;14907000 (kHz)
DNEB7;ZA2252;91;bsc723798_bcf91_4080;2;ZA2252>ZA9105_1;-34.14 dBm;-120.00 dBm;-46.5 dBm;-47.68 dBm;20;Off;14907000 (kHz)
DNEB7;ZA2252;91;bsc723798_bcf91_4080;5;ZA2252>ZA2251_1;-26.38 dBm;-120.00 dBm;-56.7 dBm;-43.19 dBm;23;Off;7687000 (kHz)
DNEB7;ZA2232;16;bsc723798_bcf16_4080;2;ZA2232>ZA0117;-27.40 dBm;-120.00 dBm;-44.1 dBm;-44.88 dBm;23;Off;7680000 (kHz)
DNEB7;ZA2013;359;bsc723798_bcf359_4080;3;ZA2013>ZA2007;-35.36 dBm;-120.00 dBm;-36.8 dBm;-42.06 dBm;18;Off;22155000 (kHz)
DNEB7;ZA2013;359;bsc723798_bcf359_4080;2;ZA2013>ZA2016;;;-39.1 dBm;;18;Off;22197000 (kHz)
DNEB7;ZA2013;359;bsc723798_bcf359_4080;5;ZA2013>ZA2009;-37.46 dBm;-120.00 dBm;-39.2 dBm;-45.10 dBm;18;Off;22123500 (kHz)
DNEB7;ZA2019;395;bsc723798_bcf395_4080;3;ZA2019>ZA2020;-40.21 dBm;-120.00 dBm;-49.4 dBm;-49.08 dBm;11;ALCQ;23023000 (kHz)
DNEB7;ZA2019;395;bsc723798_bcf395_4080;2;ZA2019>ZA2000;-32.46 dBm;-120.00 dBm;-48.2 dBm;-44.29 dBm;20;Off;14473000 (kHz)
DNEB7;ZA2010;353;bsc723798_bcf353_4080;6;ZA2010>ZATR06;-36.00 dBm;-120.00 dBm;-42.1 dBm;-42.99 dBm;10;Off;14473000 (kHz)
DNEB7;ZA2010;353;bsc723798_bcf353_4080;8;ZA2010>ZA2000;-47.19 dBm;-120.00 dBm;-50.3 dBm;-53.65 dBm;16;Off;14417000 (kHz)
DNEB7;ZA2010;353;bsc723798_bcf353_4080;4;ZA2010>ZA2005;-36.92 dBm;-120.00 dBm;-47.9 dBm;-48.54 dBm;6;ALCQ;23177000 (kHz)
DNEB7;ZA2010;353;bsc723798_bcf353_4080;3;ZA2010>ZA2018;;;-51.8 dBm;;1;On;23138500 (kHz)
DNEB7;ZA2010;353;bsc723798_bcf353_4080;5;ZA2010>ZA2006;-39.96 dBm;-120.00 dBm;-44.2 dBm;-43.62 dBm;13;Off;23152500 (kHz)
DNEB7;ZA2421;43;bsc723798_bcf43_4080;2;ZA2421>ZA2420;-37.54 dBm;-120.00 dBm;-40.4 dBm;-39.71 dBm;11;Off;22123500 (kHz)
DNEB7;ZA2259;455;bsc723798_bsf455_4080;2;ZA2259>ZA2251;-37.98 dBm;-120.00 dBm;-40.9 dBm;-40.50 dBm;14;Off;23142000 (kHz)
DNEB7;ZA0137;183;bsc723798_bcf183_4080;2;ZA0137>ZA0116;;;-37.8 dBm;;18;Off;22151500 (kHz)
DNEB7;ZA0131;483;bsc723798_bsf483_4080;3;ZA0131>ZA0103;;;-40.7 dBm;;17;Off;22158500 (kHz)
DNEB7;ZA0131;483;bsc723798_bsf483_4080;2;ZA0131>ZA9053;;;-40.0 dBm;;17;Off;22151500 (kHz)
DNEB7;ZA6003;7;bsc723798_bsf7_4080;2;ZA6003>ZA2251;-37.96 dBm;-120.00 dBm;-39.1 dBm;-40.11 dBm;10;Off;14910500 (kHz)
DNEB7;ZA2420;37;bsc723798_bcf37_4080;3;ZA2420>ZA2421;-33.41 dBm;-120.00 dBm;-39.7 dBm;-43.90 dBm;11;Off;23131500 (kHz)
DNEB7;ZA2420;37;bsc723798_bcf37_4080;2;ZA2420>ZA2427;-33.63 dBm;-120.00 dBm;-44.7 dBm;-47.23 dBm;14;Off;14973500 (kHz)
DNEB7;ZA2450;167;bsc723798_bcf167_2;4;ZA2450>ZA2440_1;-40.14 dBm;-120.00 dBm;-50.9 dBm;-50.03 dBm;20;Off;14417000 (kHz)
DNEB7;ZA2450;167;bsc723798_bcf167_4080;4;ZA2450>ZA2452;;;-43.4 dBm;;14;Off;22022000 (kHz)
DNEB7;ZA2450;167;bsc723798_bcf167_4080;3;ZA2450>ZA2456;-35.61 dBm;-120.00 dBm;-50.5 dBm;-49.92 dBm;20;Off;14434500 (kHz)
DNEB7;ZA2017;383;bsc723798_bcf383_4080;2;ZA2017>ZA2005;;;-51.8 dBm;;7;On;23159500 (kHz)
DNEB7;ZA2015;371;bsc723798_bcf371_4080;2;ZA2015>ZA2016;;;-39.2 dBm;;9;Off;22165500 (kHz)
DNEB7;ZA2456;279;bsc723798_bcf279_4080;3;ZA2456>ZA2029;-40.28 dBm;-120.00 dBm;-53.9 dBm;-53.30 dBm;19;Off;14896500 (kHz)
DNEB7;ZA2456;279;bsc723798_bcf279_4080;2;ZA2456>ZA2450;-34.92 dBm;-120.00 dBm;-48.5 dBm;-49.59 dBm;20;Off;14924500 (kHz)
DNEB7;ZA2422;495;bsc723798_bsf495_4080;2;ZA2422>ZA0115;-37.47 dBm;-120.00 dBm;-59.5 dBm;-54.68 dBm;23;Off;7676500 (kHz)
DNEB7;ZA2000;23;bsc723798_bsf23_4080;2;ZA2000>ZA2010;-49.79 dBm;-120.00 dBm;-52.5 dBm;-55.02 dBm;16;Off;14907000 (kHz)
DNEB7;ZA2000;23;bsc723798_bsf23_4080;5;ZA2000>ZA2019;-31.43 dBm;-120.00 dBm;-42.3 dBm;-43.45 dBm;20;Off;14963000 (kHz)
DNEB7;ZA2256;263;bsc723798_bcf263_4087;4;ZA2256_ZA2251;-34.87 dBm;-120.00 dBm;-37.2 dBm;-37.16 dBm;13;Off;23023000 (kHz)
DNEB7;ZA0156;489;bsc723798_bsf489_4080;2;ZA0156>ZA0119;;;-41.5 dBm;;18;Off;22022000 (kHz)
DNEB7;ZA9058;537;bsc723798_bsf537_4080;4;ZA9058>ZA9057;-29.43 dBm;-120.00 dBm;-44.4 dBm;-45.63 dBm;20;Off;14473000 (kHz)
DNEB7;ZA9058;537;bsc723798_bsf537_4080;2;ZA9058>ZA9059;-28.51 dBm;-120.00 dBm;-44.6 dBm;-43.97 dBm;20;Off;14417000 (kHz)
DNEB7;ZA9058;537;bsc723798_bsf537_4080;5;ZA9058>ZA2424;;;-44.8 dBm;;18;Off;22123500 (kHz)
DNEB7;ZA2022;407;bsc723798_bcf407_4080;2;ZA2022>ZA9082;-32.56 dBm;-120.00 dBm;-42.9 dBm;-42.22 dBm;20;Off;14473000 (kHz)
DNEB7;ZA9056;525;bsc723798_bsf525_4080;2;ZA9056>ZA9057;-33.03 dBm;-120.00 dBm;-42.7 dBm;-42.53 dBm;20;Off;14441500 (kHz)
DNEB7;ZA2427;291;bsc723798_bsf291_4080;6;ZA2427>ZA2420;-38.04 dBm;-120.00 dBm;-52.2 dBm;-52.31 dBm;20;Off;14483500 (kHz)
DNEB7;ZA2427;291;bsc723798_bsf291_4080;5;ZA2427>DN4005;-34.99 dBm;-120.00 dBm;-44.8 dBm;-48.62 dBm;20;Off;14490500 (kHz)
