BSC;SITENAME;BCF;TRE_NAME;FE_NUM;ODU_NAME;ODU_RX_MAX;ODU_RX_MIN;ODU_RX_CURRENT;ODU_RX_AVERAGE;ODU_CURRENT_TX_POWER;ODU_ALCQ;ODU_TX_FREQUENCY
DNEB5;KD0057;314;bsc715492_bcf314_4080;2;KD0057>KD0056;-38.28 dBm;-120.00 dBm;-41.9 dBm;-44.54 dBm;18;Off;22162000 (kHz)
DNEB5;KD0008;117;bsc715492_bcf117_4080;2;KD0008>KD0007;-34.90 dBm;-120.00 dBm;-48.1 dBm;-44.42 dBm;10;Off;23023000 (kHz)
DNEB5;KD0026;73;bsc715492_bcf73_4080;2;KD0026>KD0028;-39.97 dBm;-120.00 dBm;-48.3 dBm;-49.03 dBm;18;Off;22354500 (kHz)
DNEB5;KD0015;22;bsc715492_bcf22_4080;8;KD0015>KD0012;;;-42.8 dBm;;6;Off;22354500 (kHz)
DNEB5;KD0015;22;bsc715492_bcf22_4080;7;KD0015>KD9102;-33.81 dBm;-120.00 dBm;-48.7 dBm;-46.77 dBm;20;Off;14907000 (kHz)
DNEB5;KD0015;22;bsc715492_bcf22_4080;9;KD0015>KD0029;;;-37.2 dBm;;18;Off;22347500 (kHz)
DNEB5;KD0015;22;bsc715492_bcf22_4080;10;KD0015>KD0028;;;-46.6 dBm;;18;Off;22123500 (kHz)
DNEB5;KD0015;22;bsc715492_bcf22_4080;2;KD0015>KD0027;-37.19 dBm;-120.00 dBm;-45.2 dBm;-42.80 dBm;18;Off;22368500 (kHz)
DNEB5;KD0015;22;bsc715492_bcf22_4080;5;KD0015>KD0032;;;-38.7 dBm;;17;Off;22144500 (kHz)
DNEB5;KD9104;422;bsc715492_bsf422_4080;3;KD9104>KD0050;-39.04 dBm;-120.00 dBm;-50.2 dBm;-44.92 dBm;20;Off;14434500 (kHz)
DNEB5;KD9104;422;bsc715492_bsf422_4080;5;KD9104>KD9105;-38.41 dBm;-120.00 dBm;-53.3 dBm;-52.55 dBm;20;Off;14483500 (kHz)
DNEB5;KD0045;284;bsc715492_bcf284_4080;2;KD0045>KD0061;-35.93 dBm;-120.00 dBm;-44.2 dBm;-43.32 dBm;20;Off;14896500 (kHz)
DNEB5;KD0018;16;bsc715492_bcf16_4080;6;KD0018>KD0017;-36.30 dBm;-120.00 dBm;-39.5 dBm;-38.64 dBm;18;Off;23376500 (kHz)
DNEB5;KD0018;16;bsc715492_bcf16_4080;8;KD0018>KD0036;;;-46.7 dBm;;18;Off;23051000 (kHz)
DNEB5;KD0018;16;bsc715492_bcf16_4080;2;KD0018>KD0019;-39.77 dBm;-120.00 dBm;-41.9 dBm;-40.77 dBm;13;Off;23369500 (kHz)
DNEB5;KD0023;13;bsc715492_bcf13_4080;2;KD0023>KD0033;;;-45.3 dBm;;18;Off;23166500 (kHz)
DNEB5;KD0016;46;bsc715492_bcf46_4080;2;KD0016>KD0030;-35.53 dBm;-120.00 dBm;-39.7 dBm;-38.96 dBm;18;Off;23145500 (kHz)
DNEB5;KD0048;133;bsc715492_bcf133_4080;3;KD0048>KD9014;-35.79 dBm;-120.00 dBm;-49.6 dBm;-47.71 dBm;20;Off;14473000 (kHz)
DNEB5;KD0048;133;bsc715492_bcf133_4080;2;KD0048>KD3211;-41.93 dBm;-120.00 dBm;-52.4 dBm;-49.44 dBm;20;Off;14417000 (kHz)
DNEB5;KD0042;266;bsc715492_bcf266_4080;3;KD0042>KD0043;;;-45.5 dBm;;14;Off;23023000 (kHz)
DNEB5;KD0042;266;bsc715492_bcf266_4080;2;KD0042>KD0040;-37.28 dBm;-120.00 dBm;-52.8 dBm;-49.77 dBm;20;Off;14907000 (kHz)
DNEB5;KD0007;49;bsc715492_bcf49_4080;4;KD0007>KD0008;;;-49.0 dBm;;10;Off;22015000 (kHz)
DNEB5;KD0007;49;bsc715492_bcf49_4080;2;KD0007>KD0011;-42.01 dBm;-120.00 dBm;-45.3 dBm;-44.22 dBm;18;Off;22015000 (kHz)
DNEB5;KD9105;428;bsc715492_bsf428_2;3;MY9123>KD9105;-32.78 dBm;-120.00 dBm;-45.1 dBm;-45.27 dBm;20;Off;14907000 (kHz)
DNEB5;KD9105;428;bsc715492_bsf428_4080;3;KD9105>MY9123;-35.79 dBm;-120.00 dBm;-46.4 dBm;-45.59 dBm;20;Off;14417000 (kHz)
DNEB5;KD9105;428;bsc715492_bsf428_4080;2;KD9105>KD9104;-35.26 dBm;-120.00 dBm;-52.8 dBm;-51.84 dBm;20;Off;14973500 (kHz)
DNEB5;KD0058;184;bsc715492_bcf184_4080;2;KD0058>KD0059;-38.94 dBm;-120.00 dBm;-45.1 dBm;-43.31 dBm;18;Off;22130500 (kHz)
DNEB5;KD0022;34;bsc715492_bcf34_4080;6;KD0022>KD0021;;;-42.5 dBm;;9;Off;22050000 (kHz)
DNEB5;KD0022;34;bsc715492_bcf34_4080;4;KD0022>KD0005;;;-43.7 dBm;;12;Off;22011500 (kHz)
DNEB5;KD0022;34;bsc715492_bcf34_4080;5;KD0022>KD0004;;;-43.5 dBm;;11;Off;22144500 (kHz)
DNEB5;KD9052;640;bsc715492_bcf640_4080;3;KD9052>KD3211;-39.06 dBm;-120.00 dBm;-51.5 dBm;-48.39 dBm;20;Off;14501000 (kHz)
DNEB5;KD9052;640;bsc715492_bcf640_4080;2;KD9052>KD0063;-36.71 dBm;-120.00 dBm;-43.5 dBm;-44.85 dBm;17;Off;22154997 (kHz)
DNEB5;KD0017;37;bsc715492_bcf37_4080;2;KD0017>KD0018;;;-40.4 dBm;;18;Off;22368500 (kHz)
DNEB5;KD0059;616;bsc715492_bcf616_4080;3;KD0059>KD0058;-38.73 dBm;-120.00 dBm;-45.6 dBm;-42.14 dBm;18;Off;23138500 (kHz)
DNEB5;KD0059;616;bsc715492_bcf616_4080;2;KD0059>KD9051;-34.30 dBm;-120.00 dBm;-45.4 dBm;-48.13 dBm;20;Off;14980500 (kHz)
DNEB5;KD0032;109;bsc715492_bcf109_4080;2;KD0032>KD0015;;;-41.1 dBm;;18;Off;23152500 (kHz)
DNEB5;KD0054;236;bsc715492_bcf236_4080;2;KD0054>KD0055;;;-41.2 dBm;;18;Off;22358000 (kHz)
DNEB5;KD0031;70;bsc715492_bcf70_4080;3;KD0031>KD0025;;;-51.4 dBm;;18;Off;23180500 (kHz)
DNEB5;KD9062;367;bsc715492_bcf367_4080;2;KD9062>KD0056;-32.97 dBm;-120.00 dBm;-37.6 dBm;-36.88 dBm;20;Off;14417000 (kHz)
DNEB5;KD0063;622;bsc715492_bcf622_4080;3;KD0063>KD9052;-36.73 dBm;-120.00 dBm;-42.9 dBm;-41.93 dBm;17;Off;23162997 (kHz)
DNEB5;KD0063;622;bsc715492_bcf622_4080;2;KD0063>KD9051;-33.55 dBm;-120.00 dBm;-45.6 dBm;-42.96 dBm;14;Off;23134985 (kHz)
DNEB5;KD0063;622;bsc715492_bcf622_4080;5;KD0063>KD0046;-41.65 dBm;-120.00 dBm;-50.2 dBm;-48.36 dBm;23;Off;7687000 (kHz)
DNEB5;KD0010;58;bsc715492_bcf58_4080;3;KD0010>KD0013;-40.55 dBm;-120.00 dBm;-44.6 dBm;-42.45 dBm;7;Off;23138500 (kHz)
DNEB5;KD0010;58;bsc715492_bcf58_4080;2;KD0010>KD0025;;;-42.7 dBm;;18;Off;23023000 (kHz)
DNEB5;KD0049;628;bsc715492_bcf628_4080;2;KD0049>KD9051;-43.23 dBm;-120.00 dBm;-54.0 dBm;-52.80 dBm;6;ATPC;23145500 (kHz)
DNEB5;KD0024;82;bsc715492_bcf82_4080;2;KD0024>KD0011;-34.06 dBm;-120.00 dBm;-37.2 dBm;-41.51 dBm;18;Off;22106000 (kHz)
DNEB5;KD0025;10;bsc715492_bcf10_4080;8;KD0025>KD0031;;;-46.5 dBm;;18;Off;22172500 (kHz)
DNEB5;KD0025;10;bsc715492_bcf10_4080;11;KD0025>KD0064;-41.75 dBm;-120.00 dBm;-47.3 dBm;-45.33 dBm;18;ATPC;22015000 (kHz)
DNEB5;KD0025;10;bsc715492_bcf10_4080;3;KD0025>KD0010;;;-41.8 dBm;;18;Off;22015000 (kHz)
DNEB5;KD0025;10;bsc715492_bcf10_4080;7;KD0025>KD0039;-39.41 dBm;-120.00 dBm;-50.6 dBm;-47.62 dBm;20;Off;14445000 (kHz)
DNEB5;KD0025;10;bsc715492_bcf10_4080;2;KD0025>KD9014;-38.21 dBm;-120.00 dBm;-46.8 dBm;-46.64 dBm;23;Off;7442000 (kHz)
DNEB5;KD0025;10;bsc715492_bcf10_4080;5;KD0025>KD9014;-37.10 dBm;-120.00 dBm;-46.0 dBm;-45.67 dBm;20;Off;14417000 (kHz)
DNEB5;KD0014;28;bsc715492_bcf28_4080;2;KD0014>KD0011;-44.01 dBm;-120.00 dBm;-48.1 dBm;-45.41 dBm;18;Off;22354500 (kHz)
DNEB5;KD9061;339;bsc715492_bcf339_4080;2;KD9061>KD0039;-36.44 dBm;-120.00 dBm;-52.4 dBm;-51.34 dBm;20;Off;14406500 (kHz)
DNEB5;KD0002;55;bsc715492_bcf55_4080;3;KD0002>KD0001;;;-40.4 dBm;;15;Off;22172500 (kHz)
DNEB5;KD0002;55;bsc715492_bcf55_4080;2;KD0002>KD0006;-35.01 dBm;-120.00 dBm;-40.4 dBm;-37.79 dBm;18;Off;22158500 (kHz)
DNEB5;KD0046;127;bsc715492_bsf127_4080;2;KD0046>KD0063;-40.97 dBm;-120.00 dBm;-48.5 dBm;-48.33 dBm;23;Off;7442000 (kHz)
DNEB5;KD0053;206;bsc715492_bcf206_4080;2;KD0053>KD0055;-34.87 dBm;-120.00 dBm;-45.0 dBm;-43.04 dBm;20;Off;14980500 (kHz)
DNEB5;KD0033;1;bsc715492_bcf1_2;4;KD0033>KD0023;;;-46.2 dBm;;18;Off;22158500 (kHz)
DNEB5;KD0064;154;bsc715492_bcf154_4080;2;KD0064>KD0025;;;-47.5 dBm;;18;Off;23023000 (kHz)
DNEB5;KD0061;328;bsc715492_bcf328_4080;2;KD0061>KD0045;-37.63 dBm;-120.00 dBm;-42.5 dBm;-42.62 dBm;20;Off;14406500 (kHz)
DNEB5;KD0061;326;bsc715492_bcf326_4080;2;KD0061>KD0044;-30.43 dBm;-120.00 dBm;-41.3 dBm;-43.22 dBm;20;Off;14490500 (kHz)
DNEB5;KD0013;106;bsc715492_bcf106_4080;2;KD0013>KD0010;;;-44.2 dBm;;7;Off;22130500 (kHz)
DNEB5;KD0021;64;bsc715492_bcf64_4080;3;KD0021>KD0022;;;-42.4 dBm;;9;Off;23058000 (kHz)
DNEB5;KD9101;303;bsc715492_bcf303_4080;2;KD9101>KD3211;-37.09 dBm;-120.00 dBm;-47.9 dBm;-49.86 dBm;20;Off;14469500 (kHz)
DNEB5;KD0027;7;bsc715492_bcf7_4080;3;KD0027>KD0015;-38.14 dBm;-120.00 dBm;-45.2 dBm;-43.38 dBm;18;Off;23376500 (kHz)
DNEB5;KD0055;342;bsc715492_bcf342_4080;4;KD0055>KD0054;;;-42.3 dBm;;18;Off;23366000 (kHz)
DNEB5;KD0055;342;bsc715492_bcf342_4080;3;KD0055>KD0040;-29.27 dBm;-120.00 dBm;-43.5 dBm;-47.31 dBm;23;Off;7715000 (kHz)
DNEB5;KD0055;342;bsc715492_bcf342_4080;5;KD0055>KD0053;-39.92 dBm;-120.00 dBm;-49.8 dBm;-49.26 dBm;20;Off;14490500 (kHz)
DNEB5;KD0012;25;bsc715492_bcf25_4080;2;KD0012>KD0015;;;-43.3 dBm;;6;Off;23362500 (kHz)
DNEB5;KD0060;320;bsc715492_bcf320_4080;3;KD0060>KD9063;-32.06 dBm;-120.00 dBm;-52.6 dBm;-45.59 dBm;20;Off;14473000 (kHz)
DNEB5;KD0060;320;bsc715492_bcf320_4080;2;KD0060>KD0056;-38.21 dBm;-120.00 dBm;-51.2 dBm;-48.82 dBm;20;Off;14483500 (kHz)
DNEB5;KD0111;121;bsc715492_bcf121_4080;4;KD0111>KD9053;-40.51 dBm;-120.00 dBm;-51.0 dBm;-50.85 dBm;20;Off;14980500 (kHz)
DNEB5;KD0039;348;bsc715492_bcf348_4080;4;KD0039>KD0025_2;-43.26 dBm;-120.00 dBm;-50.9 dBm;-49.41 dBm;20;Off;14935000 (kHz)
DNEB5;KD0039;348;bsc715492_bcf348_4080;3;KD0039>KD0025;-35.84 dBm;-120.00 dBm;-47.7 dBm;-46.62 dBm;20;Off;14935000 (kHz)
DNEB5;KD0039;348;bsc715492_bcf348_4080;2;KD0039>KD9061;-35.66 dBm;-120.00 dBm;-47.6 dBm;-44.55 dBm;20;Off;14896500 (kHz)
DNEB5;KD9103;416;bsc715492_bsf416_4080;3;KD9103>KD0062;-29.34 dBm;-120.00 dBm;-47.9 dBm;-46.48 dBm;10;Off;14473000 (kHz)
DNEB5;KD9103;416;bsc715492_bsf416_4080;2;KD9103>KD0050;-32.30 dBm;-120.00 dBm;-48.6 dBm;-48.70 dBm;12;Off;14490500 (kHz)
DNEB5;KD0028;52;bsc715492_bcf52_4080;3;KD0028>KD0026;-40.30 dBm;-120.00 dBm;-49.5 dBm;-49.10 dBm;18;Off;23362500 (kHz)
DNEB5;KD0028;52;bsc715492_bcf52_4080;2;KD0028>KD0015;;;-47.4 dBm;;18;Off;23131500 (kHz)
DNEB5;KD0004;61;bsc715492_bcf61_4080;2;KD0004>KD0022;;;-44.1 dBm;;11;Off;23152500 (kHz)
DNEB5;KD0036;211;bsc715492_bcf211_4087;4;KD0036_KD0018;;;-45.9 dBm;;18;Off;22043000 (kHz)
DNEB5;KD0001;79;bsc715492_bcf79_4080;2;KD0001>KD0002;;;-39.8 dBm;;15;Off;23180500 (kHz)
DNEB5;KD0011;4;bsc715492_bcf4_4080;6;KD0011>KD0014;;;-45.4 dBm;;18;Off;23362500 (kHz)
DNEB5;KD0011;4;bsc715492_bcf4_4080;8;KD0011>KD0007;;;-45.3 dBm;;18;Off;23023000 (kHz)
DNEB5;KD0011;4;bsc715492_bcf4_4080;9;KD0011>KD0024;;;-36.9 dBm;;18;Off;23114000 (kHz)
DNEB5;KD0006;40;bsc715492_bcf40_4080;3;KD0006>KD0002;;;-39.1 dBm;;18;Off;23166500 (kHz)
DNEB5;KD0050;404;bsc715492_bsf404_4080;3;KD0050>KD9103;-38.95 dBm;-120.00 dBm;-45.6 dBm;-43.89 dBm;12;Off;14980500 (kHz)
DNEB5;KD0050;404;bsc715492_bsf404_4080;2;KD0050>KD9104;-39.35 dBm;-120.00 dBm;-46.3 dBm;-44.63 dBm;20;Off;14924500 (kHz)
DNEB5;KD0029;43;bsc715492_bcf43_4080;2;KD0029>KD0015;;;-37.3 dBm;;18;Off;23355500 (kHz)
DNEB5;KD9063;221;bsc715492_bsf221_4080;2;KD9063>KD0060;-44.33 dBm;-120.00 dBm;-50.4 dBm;-49.99 dBm;20;Off;14963000 (kHz)
DNEB5;KD0040;254;bsc715492_bcf254_4080;2;KD0040>KD0055;-28.47 dBm;-120.00 dBm;-41.5 dBm;-44.98 dBm;23;Off;7470000 (kHz)
DNEB5;KD0040;254;bsc715492_bcf254_2;4;KD0040>KD0042;-38.29 dBm;-120.00 dBm;-54.0 dBm;-50.04 dBm;20;Off;14417000 (kHz)
DNEB5;KD3212;91;bsc715492_bcf91_4080;2;KD3212>KD3211;-40.22 dBm;-120.00 dBm;-44.4 dBm;-43.17 dBm;18;Off;22050000 (kHz)
DNEB5;KD0043;172;bsc715492_bcf172_4080;3;KD0043>KD0044;-38.29 dBm;-120.00 dBm;-53.8 dBm;-49.87 dBm;18;Off;14445000 (kHz)
DNEB5;KD0043;172;bsc715492_bcf172_4080;2;KD0043>KD0042;;;-45.6 dBm;;14;Off;22015000 (kHz)
DNEB5;KD9014;392;bsc715492_bsf392_4080;6;KD9014>KD0025;-36.39 dBm;-120.00 dBm;-44.2 dBm;-45.16 dBm;23;Off;7687000 (kHz)
DNEB5;KD9014;392;bsc715492_bsf392_4080;3;KD9014>KD9015;-37.29 dBm;-120.00 dBm;-52.3 dBm;-49.38 dBm;20;Off;14935000 (kHz)
DNEB5;KD9014;392;bsc715492_bsf392_4080;2;KD9014>KD0048;-36.48 dBm;-120.00 dBm;-52.4 dBm;-48.70 dBm;20;Off;14963000 (kHz)
DNEB5;KD9014;392;bsc715492_bsf392_4080;5;KD9014>KD0025;-37.15 dBm;-120.00 dBm;-46.7 dBm;-45.86 dBm;20;Off;14907000 (kHz)
DNEB5;KD0005;76;bsc715492_bcf76_4080;2;KD0005>KD0022;;;-44.1 dBm;;12;Off;23019500 (kHz)
DNEB5;KD0041;260;bsc715492_bcf260_4080;2;KD0041>KD0039;-36.14 dBm;-120.00 dBm;-45.4 dBm;-47.55 dBm;20;Off;14417000 (kHz)
DNEB5;KD9102;398;bsc715492_bsf398_4080;3;KD9102>KD0062;-38.02 dBm;-120.00 dBm;-44.7 dBm;-43.09 dBm;20;Off;14487000 (kHz)
DNEB5;KD9102;398;bsc715492_bsf398_4080;2;KD9102>KD0015;-34.88 dBm;-120.00 dBm;-47.7 dBm;-46.92 dBm;20;Off;14417000 (kHz)
DNEB5;KD0062;410;bsc715492_bsf410_4080;3;KD0062>KD9102;-37.11 dBm;-120.00 dBm;-45.9 dBm;-46.48 dBm;20;Off;14977000 (kHz)
DNEB5;KD0062;410;bsc715492_bsf410_4080;2;KD0062>KD9103;-29.20 dBm;-120.00 dBm;-46.8 dBm;-45.24 dBm;10;Off;14963000 (kHz)
DNEB5;KD0030;31;bsc715492_bcf31_4080;4;KD0030>KD0016;;;-39.6 dBm;;18;Off;22137500 (kHz)
DNEB5;KD0030;31;bsc715492_bcf31_4080;5;KD0030>KD0009;-39.41 dBm;-120.00 dBm;-43.3 dBm;-40.71 dBm;6;Off;22361500 (kHz)
DNEB5;KD0056;308;bsc715492_bcf308_4080;6;KD0056>KD0110;-32.14 dBm;-120.00 dBm;-43.7 dBm;-45.19 dBm;23;Off;7680000 (kHz)
DNEB5;KD0056;308;bsc715492_bcf308_4080;3;KD0056>KD0060;-37.24 dBm;-120.00 dBm;-50.3 dBm;-46.95 dBm;20;Off;14973500 (kHz)
DNEB5;KD0056;308;bsc715492_bcf308_4080;2;KD0056>KD9062;-31.49 dBm;-120.00 dBm;-37.6 dBm;-38.52 dBm;20;Off;14907000 (kHz)
DNEB5;KD0056;308;bsc715492_bcf308_4080;5;KD0056>KD0057;;;-43.9 dBm;;18;Off;23170000 (kHz)
DNEB5;KD0009;85;bsc715492_bcf85_4080;2;KD0009>KD0030;;;-42.6 dBm;;6;Off;23369500 (kHz)
DNEB5;KD0110;386;bsc715492_bcf386_4080;3;KD0110>KD0056;-33.96 dBm;-120.00 dBm;-47.3 dBm;-44.07 dBm;23;Off;7435000 (kHz)
DNEB5;KD0110;386;bsc715492_bcf386_4080;2;KD0110>KD0040;-34.15 dBm;-120.00 dBm;-45.3 dBm;-46.50 dBm;20;Off;14907000 (kHz)
DNEB5;KD9051;634;bsc715492_bcf634_4080;4;KD9051>KD0049;-39.96 dBm;-120.00 dBm;-52.8 dBm;-52.17 dBm;8;ATPC;22137500 (kHz)
DNEB5;KD9051;634;bsc715492_bcf634_4080;3;KD9051>KD0059;-34.70 dBm;-120.00 dBm;-43.9 dBm;-45.22 dBm;20;Off;14490500 (kHz)
DNEB5;KD9051;634;bsc715492_bcf634_4080;5;KD9051>KD0063;-32.66 dBm;-120.00 dBm;-45.2 dBm;-42.14 dBm;14;Off;22126985 (kHz)
DNEB5;KD0044;191;bsc715492_bcf191_4080;2;KD0044>KD0043;-42.29 dBm;-120.00 dBm;-51.2 dBm;-49.99 dBm;18;Off;14935000 (kHz)
DNEB5;KD0044;191;bsc715492_bcf191_4080;5;KD0044>KD0061;-34.96 dBm;-120.00 dBm;-43.2 dBm;-43.38 dBm;20;Off;14980500 (kHz)
DNEB5;KD0019;19;bsc715492_bcf19_4080;2;KD0019>KD0018;;;-41.6 dBm;;13;Off;22361500 (kHz)
KHAB11;KH0200;257;bsc715498_bcf257_4080;4;KH0200>KH0198;;;-37.7 dBm;;18;Off;23030000 (kHz)
KHAB11;KH0200;257;bsc715498_bcf257_4080;2;KH0200>KH0201;-43.59 dBm;-120.00 dBm;-47.4 dBm;-47.21 dBm;13;ALCQ;23170000 (kHz)
KHAB11;KH0200;257;bsc715498_bcf257_4080;5;KH0200>KH0203;-34.09 dBm;-120.00 dBm;-44.3 dBm;-45.38 dBm;6;ALCQ;23366000 (kHz)
KHAB11;KH0610;210;bsc715498_bcf210_4080;4;KH0610>KH0627;;;-43.0 dBm;;20;Off;14417000 (kHz)
KHAB11;KH0610;210;bsc715498_bcf210_4080;2;KH0610>KH0615;-33.04 dBm;-120.00 dBm;-43.9 dBm;-44.02 dBm;20;Off;14445000 (kHz)
KHAB11;KH0198;198;bsc715498_bcf198_4080;2;KH0198>KH0200;;;-38.9 dBm;;18;Off;22022000 (kHz)
KHAB11;KH0617;60;bsc715498_bcf60_4080;2;KH0617>KH0607;-33.57 dBm;-120.00 dBm;-50.8 dBm;-51.75 dBm;3;ALCQ;23131500 (kHz)
KHAB11;KH0607;92;bsc715498_bcf92_4080;6;KH0607>KH0606_2;-45.97 dBm;-120.00 dBm;-56.6 dBm;-52.60 dBm;20;Off;14445000 (kHz)
KHAB11;KH0607;92;bsc715498_bcf92_4080;8;KH0607>KH0627;-33.47 dBm;-120.00 dBm;-46.2 dBm;-46.05 dBm;20;Off;14473000 (kHz)
KHAB11;KH0607;92;bsc715498_bcf92_4080;7;KH0607>KH0606_1;-42.18 dBm;-120.00 dBm;-52.7 dBm;-48.93 dBm;20;Off;14445000 (kHz)
KHAB11;KH0607;92;bsc715498_bcf92_4080;10;KH0607>KH0617;-30.49 dBm;-120.00 dBm;-51.4 dBm;-51.02 dBm;0;ALCQ;22123500 (kHz)
KHAB11;KH0607;92;bsc715498_bcf92_4080;2;KH0607>KH0736_1;-37.51 dBm;-120.00 dBm;-48.3 dBm;-48.83 dBm;20;Off;14445000 (kHz)
KHAB11;KH0607;92;bsc715498_bcf92_4080;5;KH0607>KH0736_2;-44.91 dBm;-120.00 dBm;-52.7 dBm;-53.43 dBm;20;Off;14445000 (kHz)
KHAB11;KH0503;159;bsc715498_bsf159_4080;8;KH0503>KH0423;-31.33 dBm;-120.00 dBm;-37.3 dBm;-38.16 dBm;23;Off;7442000 (kHz)
KHAB11;KH0503;159;bsc715498_bsf159_4080;11;KH0503>KH0505;-31.85 dBm;-120.00 dBm;-44.4 dBm;-42.39 dBm;20;Off;14935000 (kHz)
KHAB11;KH0503;159;bsc715498_bsf159_4080;3;KH0503>KH0502;-43.01 dBm;-120.00 dBm;-51.0 dBm;-51.14 dBm;10;ALCQ;22151500 (kHz)
KHAB11;KH0503;159;bsc715498_bsf159_4080;10;KH0503>KH0501_1;;;-44.7 dBm;;4;On;22134000 (kHz)
KHAB11;KH0503;159;bsc715498_bsf159_4080;2;KH0503>KH0501_2;-34.84 dBm;-120.00 dBm;-39.1 dBm;-38.18 dBm;18;Off;22022000 (kHz)
KHAB11;KH0192;37;bsc715498_bcf37_4080;4;KH0192>KH0195;-37.34 dBm;-120.00 dBm;-40.5 dBm;-40.07 dBm;18;Off;23037000 (kHz)
KHAB11;KH9051;118;bsc715498_bcf118_13;4;KH9051>KH0197_1;-35.40 dBm;-120.00 dBm;-41.1 dBm;-39.91 dBm;20;Off;14907000 (kHz)
KHAB11;KH9051;118;bsc715498_bcf118_13;5;KH9051>KH0197_2;-39.41 dBm;-120.00 dBm;-47.2 dBm;-46.39 dBm;20;Off;14907000 (kHz)
KHAB11;KH9051;118;bsc715498_bcf118_12;4;KH9051>KH9005_1;-42.61 dBm;-120.00 dBm;-52.0 dBm;-49.63 dBm;20;ALCQ;14935000 (kHz)
KHAB11;KH9051;118;bsc715498_bcf118_12;5;KH9051>KH9005_2;-46.07 dBm;-120.00 dBm;-58.1 dBm;-55.25 dBm;20;ALCQ;14935000 (kHz)
KHAB11;KH9051;118;bsc715498_bcf118_4080;3;KH9051>KH0605;-41.75 dBm;-120.00 dBm;-48.0 dBm;-49.23 dBm;11;ALCQ;14921000 (kHz)
KHAB11;KH9051;118;bsc715498_bcf118_14;4;KH9051>KH9052;-42.34 dBm;-120.00 dBm;-51.1 dBm;-52.10 dBm;10;ALCQ;14896500 (kHz)
KHAB11;KH9051;118;bsc715498_bcf118_14;5;KH9051>KH0293;-37.52 dBm;-120.00 dBm;-47.8 dBm;-45.73 dBm;20;Off;14963000 (kHz)
KHAB11;KH9051;118;bsc715498_bcf118_11;6;KH9051>KH0201_2;-87.51 dBm;-120.00 dBm;-99.1 dBm;-98.94 dBm;20;Off;14417000 (kHz)
KHAB11;KH9051;118;bsc715498_bcf118_11;5;KH9051>KH0201_1;-90.77 dBm;-120.00 dBm;-100.6 dBm;-100.30 dBm;20;Off;14417000 (kHz)
KHAB11;KH0625;625;bsc715498_bsf625_4080;2;KH0625>KH0197;-36.80 dBm;-120.00 dBm;-39.2 dBm;-39.45 dBm;20;Off;14907000 (kHz)
KHAB11;KH0625;627;bsc715498_bsf627_4080;2;KH0625>KH0612;-39.32 dBm;-120.00 dBm;-42.9 dBm;-42.72 dBm;20;Off;14935000 (kHz)
KHAB11;KH0604;103;bsc715498_bsf103_4080;2;KH0604>KH0605;;;-49.1 dBm;;6;On;23173500 (kHz)
KHAB11;KH0606;509;bsc715498_bcf509_4080;8;KH0606>KH0702;-36.46 dBm;-120.00 dBm;-48.1 dBm;-47.64 dBm;13;ALCQ;23114000 (kHz)
KHAB11;KH0606;509;bsc715498_bcf509_4080;11;KH0606>KH0620;-43.65 dBm;-120.00 dBm;-53.2 dBm;-53.50 dBm;11;ALCQ;23019500 (kHz)
KHAB11;KH0606;509;bsc715498_bcf509_4080;4;KH0606>KH0197_2;-38.61 dBm;-120.00 dBm;-46.1 dBm;-47.00 dBm;23;Off;7470000 (kHz)
KHAB11;KH0606;509;bsc715498_bcf509_4080;9;KH0606>KH0607_2;-48.50 dBm;-120.00 dBm;-56.7 dBm;-56.23 dBm;20;Off;14935000 (kHz)
KHAB11;KH0606;509;bsc715498_bcf509_4080;2;KH0606>KH0197_1;-33.14 dBm;-120.00 dBm;-44.3 dBm;-44.65 dBm;20;Off;14935000 (kHz)
KHAB11;KH0606;509;bsc715498_bcf509_4080;5;KH0606>KH0607_1;-51.04 dBm;-120.00 dBm;-52.2 dBm;-52.52 dBm;20;Off;14935000 (kHz)
KHAB11;KH0508;290;bsc715498_bsf290_4080;2;KH0508>KH0501;;;-40.5 dBm;;10;Off;22078000 (kHz)
KHAB11;KH0501;297;bsc715498_bsf297_11;5;KH0501>KH0503;-34.37 dBm;-120.00 dBm;-45.8 dBm;-46.07 dBm;8;ALCQ;23142000 (kHz)
KHAB11;KH0501;297;bsc715498_bsf297_4080;3;KH0501>KH0508;;;-39.6 dBm;;10;Off;23086000 (kHz)
KHAB11;KH0501;297;bsc715498_bsf297_13;4;KH0501>KH0503_2;-35.19 dBm;-120.00 dBm;-39.3 dBm;-38.41 dBm;18;Off;23030000 (kHz)
KHAB11;KH0501;297;bsc715498_bsf297_12;5;KH0501>KH0730;-49.08 dBm;-120.00 dBm;-53.6 dBm;-53.23 dBm;18;ALCQ;7718500 (kHz)
KHAB11;KH9053;635;bsc715498_bsf635_4080;6;KH9053>KH9054;;;-36.7 dBm;;18;Off;23142000 (kHz)
KHAB11;KH9053;635;bsc715498_bsf635_4080;8;KH9053>KH0722;-40.19 dBm;-120.00 dBm;-51.3 dBm;-49.94 dBm;15;ALCQ;14935000 (kHz)
KHAB11;KH9053;635;bsc715498_bsf635_4080;4;KH9053>KH9005_1;-33.05 dBm;-120.00 dBm;-45.6 dBm;-44.99 dBm;20;Off;14963000 (kHz)
